source_layer,popup,style,lon,lat
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.29694284118801,14.608516774959439
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.34517814532667,14.559798560401601
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71599415390692,13.913915187633396
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.03515839838462,14.150113806244887
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.03527261200041,14.151270223905401
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.26679575234556,14.633422601581387
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.308956482437,14.592504231975376
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72922387811435,13.834271563410159
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.25862529146521,14.637896673793792
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71666340390156,13.860062550750598
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71922948568303,13.863214421997382
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28617907173584,14.618893275113145
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72505764274004,13.844022902585444
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71608116310699,13.860842499653174
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.4052905674618,14.478318974009897
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.39910004283719,14.485586205608751
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72330948864987,13.842731946440923
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71958027910011,13.843928814700472
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72498367801512,13.83711501922964
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72675966822463,13.846241516874276
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.26901986708621,14.61933122667994
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72837417244864,13.840404832721934
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.40707250576583,14.464444534974147
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.72076394205519,13.862960219677369
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.65828335989441,13.95051547823291
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.45674190854822,14.781382896655627
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.71666340390156,13.860062550750598
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27952883479692,14.625886998990351
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.25440997602412,14.630710007784955
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2546598192998,14.63213173562701
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.26553939731225,14.6337652449351
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.30188874918306,14.602904815891241
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.07032618515343,14.798240418964973
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23980329480189,14.635277083969541
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.02122005764757,14.864344819766716
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.06770877782938,14.790819474656075
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.07652765514995,14.78296725392334
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23980329480189,14.635277083969541
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20506316433384,14.674463832293826
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.04940179861303,14.84254300920486
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20135933540216,14.678131175643376
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20506316433384,14.674463832293826
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.24230172874816,14.638905762156352
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20692211844965,14.673110514291078
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20058680343635,14.678984808430872
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19487609722017,14.684442696650498
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.077598412404,14.866456592126594
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.06361907884731,14.873386772439565
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.04721566988809,14.849919338072088
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20110790520481,14.6791920190679
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20110790520481,14.6791920190679
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.01434262285592,14.846318023714153
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19982835036144,14.678598145930035
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19982835036144,14.678598145930035
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.10368325355509,14.850187027337004
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17801166704189,14.70176814719182
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17801166704189,14.70176814719182
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17701526759619,14.702348140886974
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17701526759619,14.702348140886974
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.07032618515343,14.798240418964973
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.02122005764757,14.864344819766716
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.06770877782938,14.790819474656075
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.07652765514995,14.78296725392334
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.04940179861303,14.84254300920486
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.077598412404,14.866456592126594
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.06361907884731,14.873386772439565
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.04721566988809,14.849919338072088
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.01434262285592,14.846318023714153
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.39373911719812,14.49334681694922
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.74546346109118,13.847564632014034
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.10368325355509,14.850187027337004
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1782026967119,14.24443533237543
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.45629169704405,14.763191531885715
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.45271179802818,14.758300549285911
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.45466292631042,14.794863902847812
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.44720503006559,14.791809694953296
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],77.43533545591568,14.768879852172352
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19022366784301,14.214609033246612
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23001498508785,14.220585352909623
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20655230960465,14.224015346052514
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20351572105494,14.241888073184406
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19875441963788,14.23611312138855
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2016097727283,14.239446746112405
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20090565139509,14.233537552771923
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1888396020622,14.218687733375594
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21592262805594,14.21366944955885
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16599281074168,14.199304643661119
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20558981837907,14.248816270371218
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20574527606244,14.24463991879385
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.15536514691307,14.23306879875695
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23759951663467,14.219217163169267
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19722680601654,14.236320134105359
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.14508587538585,14.229604304407026
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20208586390365,14.231681572811395
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21469323877938,14.167160504748647
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21944026405164,14.196796692129144
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20525867591797,14.155281046196516
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19713281689678,14.162859628681886
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20600463656623,14.152977727964567
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21845278780805,14.193608213930911
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22041584299228,14.193239398371176
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21183669598885,14.185113537968693
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21141791122623,14.183267075651134
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.45043922879503,14.406225353720718
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21951164802569,14.198474212376464
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27978339491115,14.156857438903883
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27225240088816,14.174858061363588
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22071624966212,14.186826749892592
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21560040919451,14.181889368661977
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21443506794894,14.190890870000077
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21408290768068,14.189720175406025
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21697752189046,14.193513036250216
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22003512942011,14.198997693231227
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2204158429872,14.199544969440396
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19178616765825,14.188873681101263
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18810990142852,14.191749854922582
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1827561142423,14.184551984794046
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20879217584773,14.169111663145843
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21044590104394,14.169706528374492
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2062695103053,14.24475308213718
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.29575086728447,14.12643186624968
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17480153471722,14.205546464969014
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21581392488332,14.208192426123302
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21797447631417,14.209534441937024
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1769811212703,14.232367750130773
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17351543579431,14.183156530826446
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.215233335548,14.209248907317708
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21324291691955,14.1879820773733
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21327147138405,14.186240311801646
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17976985001253,14.205698751015603
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2193335851481,14.122638409945933
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18128556616377,14.23721598073969
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20445675772586,14.226326298354671
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28434279931724,14.137539090080354
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21042960129122,14.132180544360454
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16181800640429,14.190885020092066
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21121226024373,14.225384183589457
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19092798867005,14.212781606601434
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18260021918343,14.175931693686366
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.14531049481792,14.218357483336293
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21031062756444,14.120622311654456
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18417700821392,14.157787113642822
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20845464886112,14.12378223675921
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18286815978506,14.157197992962882
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16703378533181,14.184945884942204
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18315621928325,14.15947177163919
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2843297113644,14.142627567689459
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19859178259453,14.139426002562626
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21075995014621,14.206859928438309
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16885169284495,14.182566424188506
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21436721271743,14.193637263041897
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28284968732112,14.146187240851084
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2727865501626,14.172820151555587
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27194897904717,14.172515580696608
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.64121705936621,14.004947201667704
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20655230960465,14.224015346052514
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16599281074168,14.199304643661119
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23001498508785,14.220585352909623
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19722680601654,14.236320134105359
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.14508587538585,14.229604304407026
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20208586390365,14.231681572811395
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19214705333863,14.210223990363408
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21163959827219,14.212679594383562
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20361823582549,14.234470300777781
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23510703211694,14.218253481136767
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20849395019843,14.2208197298532
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1610046680733,14.218257051123821
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20861371637892,14.175548104642822
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22038729021631,14.206124179432061
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21544752758331,14.209959869916705
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17194146287393,14.200037517882963
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28684242192264,14.142922620552996
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18468585733856,14.198095876568306
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.15536514691307,14.23306879875695
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.23759951663467,14.219217163169267
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21944026405164,14.196796692129144
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21697752189046,14.193513036250216
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22003512942011,14.198997693231227
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2204158429872,14.199544969440396
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19178616765825,14.188873681101263
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18810990142852,14.191749854922582
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.1827561142423,14.184551984794046
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28317769642288,14.138416615627245
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28445308697782,14.138768775573107
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28477669382058,14.137721812645276
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21469323877938,14.167160504748647
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20600463656623,14.152977727964567
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21436721271743,14.193637263041897
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20879217584773,14.169111663145843
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21044590104394,14.169706528374492
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20209399256147,14.157006154900845
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20086857137139,14.156149548719045
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19733507096548,14.158743161880018
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20132066913514,14.16231235261695
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16885169284495,14.182566424188506
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16181800640429,14.190885020092066
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27225240088816,14.174858061363588
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.14531049481792,14.218357483336293
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27978339491115,14.156857438903883
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.16703378533181,14.184945884942204
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19539997488614,14.183192718043317
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19919105063855,14.161753180168965
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20525867591797,14.155281046196516
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19713281689678,14.162859628681886
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21075995014621,14.206859928438309
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18260021918343,14.175931693686366
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18399934209668,14.173115204720686
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18280643766774,14.169005083186525
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28041906743383,14.154377346105079
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19943851495961,14.155711728045654
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19267608694892,14.157805654419064
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18345329559453,14.158129260642303
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21042960129122,14.132180544360454
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28684242192264,14.142922620552996
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21121226024373,14.225384183589457
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19092798867005,14.212781606601434
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18417700821392,14.157787113642822
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21031062756444,14.120622311654456
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21659015929913,14.122538010212436
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20845464886112,14.12378223675921
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18315621928325,14.15947177163919
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2843297113644,14.142627567689459
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19859178259453,14.139426002562626
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.28284968732112,14.146187240851084
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.2727865501626,14.172820151555587
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.27194897904717,14.172515580696608
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21025356175188,14.13438342990903
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.73762833869989,13.825428001704942
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21598330370813,14.12963402533914
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.17976985001253,14.205698751015603
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18622774708103,14.19951403630588
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21845278780805,14.193608213930911
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21951164802569,14.198474212376464
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.22071624966212,14.186826749892592
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.15097492718267,14.32582622733946
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21560040919451,14.181889368661977
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21443506794894,14.190890870000077
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21290269483542,14.185884484209963
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21074214420838,14.182619862843369
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19539997488614,14.183192718043317
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19943851495961,14.155711728045654
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19267608694892,14.157805654419064
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.18345329559453,14.158129260642303
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.19658197184962,14.150160445600102
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.20786458302065,14.13694373016756
Oriented Structure Line,Layer: Oriented Structure Line,[object Object],76.21025356175188,14.13438342990903
